geo_level,geo_name,metric,metric_value,race_or_ethnicity,number_of_employees,number_of_employer_firms
state,Hawaii,Firm Receipt Amount,"$250,000 to $499,999",Asian,7687,2423
state,Indiana,Firm Receipt Amount,"$250,000 to $499,999",Asian,3119,867
state,Delaware,Firm Receipt Amount,"$250,000 to $499,999",Asian,1158,392
state,Mississippi,Firm Receipt Amount,"$250,000 to $499,999",Asian,890,479
state,Iowa,Firm Receipt Amount,"$250,000 to $499,999",Asian,0,0
state,South Dakota,Firm Receipt Amount,"$250,000 to $499,999",Asian,0,0
state,Maine,Firm Receipt Amount,"$250,000 to $499,999",Asian,0,0
state,North Dakota,Firm Receipt Amount,"$250,000 to $499,999",Asian,0,0
state,Minnesota,Firm Receipt Amount,"$250,000 to $499,999",Asian,2073,624
state,New Hampshire,Firm Receipt Amount,"$250,000 to $499,999",Asian,1100,227
state,South Carolina,Firm Receipt Amount,"$250,000 to $499,999",Asian,4592,1307
state,Georgia,Firm Receipt Amount,"$250,000 to $499,999",Asian,17246,5024
state,Pennsylvania,Firm Receipt Amount,"$250,000 to $499,999",Asian,13697,3823
state,Wyoming,Firm Receipt Amount,"$250,000 to $499,999",Asian,287,89
state,Arizona,Firm Receipt Amount,"$250,000 to $499,999",Asian,5656,1508
state,District of Columbia,Firm Receipt Amount,"$250,000 to $499,999",Asian,1430,479
state,Utah,Firm Receipt Amount,"$250,000 to $499,999",Asian,2003,459
state,Idaho,Firm Receipt Amount,"$250,000 to $499,999",Asian,0,0
state,Connecticut,Firm Receipt Amount,"$250,000 to $499,999",Asian,5939,1573
state,Kentucky,Firm Receipt Amount,"$250,000 to $499,999",Asian,2362,563
state,Oregon,Firm Receipt Amount,"$250,000 to $499,999",Asian,3841,1203
state,Virginia,Firm Receipt Amount,"$250,000 to $499,999",Asian,16084,4436
state,California,Firm Receipt Amount,"$250,000 to $499,999",Asian,105657,35489
state,Vermont,Firm Receipt Amount,"$250,000 to $499,999",Asian,298,81
state,Washington,Firm Receipt Amount,"$250,000 to $499,999",Asian,13730,3956
state,Texas,Firm Receipt Amount,"$250,000 to $499,999",Asian,40002,11744
state,New Jersey,Firm Receipt Amount,"$250,000 to $499,999",Asian,17396,6506
state,New York,Firm Receipt Amount,"$250,000 to $499,999",Asian,40957,13889
state,Nebraska,Firm Receipt Amount,"$250,000 to $499,999",Asian,567,193
state,Louisiana,Firm Receipt Amount,"$250,000 to $499,999",Asian,4424,941
state,North Carolina,Firm Receipt Amount,"$250,000 to $499,999",Asian,7899,1974
state,Wisconsin,Firm Receipt Amount,"$250,000 to $499,999",Asian,1870,458
state,Alaska,Firm Receipt Amount,"$250,000 to $499,999",Asian,986,268
national,United States,Firm Receipt Amount,"$250,000 to $499,999",Asian,426502,130025
state,Florida,Firm Receipt Amount,"$250,000 to $499,999",Asian,22250,6828
state,Missouri,Firm Receipt Amount,"$250,000 to $499,999",Asian,4247,1185
state,Montana,Firm Receipt Amount,"$250,000 to $499,999",Asian,0,0
state,Alabama,Firm Receipt Amount,"$250,000 to $499,999",Asian,4957,1104
state,Arkansas,Firm Receipt Amount,"$250,000 to $499,999",Asian,1635,490
state,New Mexico,Firm Receipt Amount,"$250,000 to $499,999",Asian,1692,381
state,Illinois,Firm Receipt Amount,"$250,000 to $499,999",Asian,16536,4382
state,Nevada,Firm Receipt Amount,"$250,000 to $499,999",Asian,3208,1159
state,Tennessee,Firm Receipt Amount,"$250,000 to $499,999",Asian,3759,1126
state,Ohio,Firm Receipt Amount,"$250,000 to $499,999",Asian,6769,1724
state,Oklahoma,Firm Receipt Amount,"$250,000 to $499,999",Asian,2312,636
state,Colorado,Firm Receipt Amount,"$250,000 to $499,999",Asian,5024,1393
state,Michigan,Firm Receipt Amount,"$250,000 to $499,999",Asian,5179,1513
state,Arkansas,Firm Receipt Amount,"$500,000 to $999,999",Asian,3296,521
state,Oklahoma,Firm Receipt Amount,"$500,000 to $999,999",Asian,5102,688
state,Hawaii,Firm Receipt Amount,"$500,000 to $999,999",Asian,9639,1982
state,Maine,Firm Receipt Amount,"$500,000 to $999,999",Asian,0,0
state,Iowa,Firm Receipt Amount,"$500,000 to $999,999",Asian,2211,411
state,Maryland,Firm Receipt Amount,"$500,000 to $999,999",Asian,17087,3390
state,Missouri,Firm Receipt Amount,"$500,000 to $999,999",Asian,8802,1099
state,New Hampshire,Firm Receipt Amount,"$500,000 to $999,999",Asian,1285,305
state,Wyoming,Firm Receipt Amount,"$500,000 to $999,999",Asian,0,0
state,South Dakota,Firm Receipt Amount,"$500,000 to $999,999",Asian,0,0
state,Louisiana,Firm Receipt Amount,"$500,000 to $999,999",Asian,6595,1089
state,Rhode Island,Firm Receipt Amount,"$500,000 to $999,999",Asian,1873,301
state,Massachusetts,Firm Receipt Amount,"$500,000 to $999,999",Asian,13902,2616
state,Idaho,Firm Receipt Amount,"$500,000 to $999,999",Asian,0,0
state,Mississippi,Firm Receipt Amount,"$500,000 to $999,999",Asian,2908,435
state,Kansas,Firm Receipt Amount,"$500,000 to $999,999",Asian,6457,578
state,North Carolina,Firm Receipt Amount,"$500,000 to $999,999",Asian,17441,2768
state,Alaska,Firm Receipt Amount,"$500,000 to $999,999",Asian,1793,265
state,Indiana,Firm Receipt Amount,"$500,000 to $999,999",Asian,4874,718
state,California,Firm Receipt Amount,"$500,000 to $999,999",Asian,153712,30258
state,Montana,Firm Receipt Amount,"$500,000 to $999,999",Asian,0,0
state,Wisconsin,Firm Receipt Amount,"$500,000 to $999,999",Asian,4426,770
state,Kentucky,Firm Receipt Amount,"$500,000 to $999,999",Asian,2844,499
state,Arizona,Firm Receipt Amount,"$500,000 to $999,999",Asian,12598,1771
state,Vermont,Firm Receipt Amount,"$500,000 to $999,999",Asian,0,0
national,United States,Firm Receipt Amount,"$500,000 to $999,999",Asian,686250,123516
state,Nevada,Firm Receipt Amount,"$500,000 to $999,999",Asian,8368,1204
state,Utah,Firm Receipt Amount,"$500,000 to $999,999",Asian,3743,479
state,Colorado,Firm Receipt Amount,"$500,000 to $999,999",Asian,8804,1438
state,Ohio,Firm Receipt Amount,"$500,000 to $999,999",Asian,12449,1938
state,Oregon,Firm Receipt Amount,"$500,000 to $999,999",Asian,8246,1340
state,Virginia,Firm Receipt Amount,"$500,000 to $999,999",Asian,24025,3933
state,Texas,Firm Receipt Amount,"$500,000 to $999,999",Asian,72525,12786
state,Georgia,Firm Receipt Amount,"$500,000 to $999,999",Asian,26980,4790
state,Florida,Firm Receipt Amount,"$500,000 to $999,999",Asian,33541,6861
state,Minnesota,Firm Receipt Amount,"$500,000 to $999,999",Asian,8764,1186
state,South Carolina,Firm Receipt Amount,"$500,000 to $999,999",Asian,11170,1491
state,Washington,Firm Receipt Amount,"$500,000 to $999,999",Asian,16216,2888
state,West Virginia,Firm Receipt Amount,"$500,000 to $999,999",Asian,816,152
state,Delaware,Firm Receipt Amount,"$500,000 to $999,999",Asian,3573,456
state,District of Columbia,Firm Receipt Amount,"$500,000 to $999,999",Asian,1797,368
state,Nebraska,Firm Receipt Amount,"$500,000 to $999,999",Asian,2737,249
state,New Jersey,Firm Receipt Amount,"$500,000 to $999,999",Asian,24001,5051
state,New Mexico,Firm Receipt Amount,"$500,000 to $999,999",Asian,2282,394
state,Illinois,Firm Receipt Amount,"$500,000 to $999,999",Asian,19250,3724
state,Pennsylvania,Firm Receipt Amount,"$500,000 to $999,999",Asian,16603,2779
state,Michigan,Firm Receipt Amount,"$500,000 to $999,999",Asian,10212,1905
state,Tennessee,Firm Receipt Amount,"$500,000 to $999,999",Asian,12966,2041
state,Alabama,Firm Receipt Amount,"$500,000 to $999,999",Asian,8043,1400
state,Connecticut,Firm Receipt Amount,"$500,000 to $999,999",Asian,6922,1023
state,North Dakota,Firm Receipt Amount,"$500,000 to $999,999",Asian,804,123
state,New York,Firm Receipt Amount,"$500,000 to $999,999",Asian,60789,12586
state,Oklahoma,Firm Size,Firms with no employees,Asian,0,360
state,Nebraska,Firm Size,Firms with no employees,Asian,0,0
state,Georgia,Firm Size,Firms with no employees,Asian,0,3216
state,North Carolina,Firm Size,Firms with no employees,Asian,0,1308
state,New York,Firm Size,Firms with no employees,Asian,0,10274
state,Wisconsin,Firm Size,Firms with no employees,Asian,0,0
state,Illinois,Firm Size,Firms with no employees,Asian,0,2680
state,Mississippi,Firm Size,Firms with no employees,Asian,0,268
state,Missouri,Firm Size,Firms with no employees,Asian,0,503
state,Colorado,Firm Size,Firms with no employees,Asian,0,730
state,Maine,Firm Size,Firms with no employees,Asian,0,0
state,Hawaii,Firm Size,Firms with no employees,Asian,0,1189
state,Connecticut,Firm Size,Firms with no employees,Asian,0,0
state,Tennessee,Firm Size,Firms with no employees,Asian,0,651
state,Iowa,Firm Size,Firms with no employees,Asian,0,102
state,South Carolina,Firm Size,Firms with no employees,Asian,0,584
state,Alaska,Firm Size,Firms with no employees,Asian,0,0
state,Virginia,Firm Size,Firms with no employees,Asian,0,2174
state,West Virginia,Firm Size,Firms with no employees,Asian,0,0
state,Arizona,Firm Size,Firms with no employees,Asian,0,1114
state,Utah,Firm Size,Firms with no employees,Asian,0,259
state,Montana,Firm Size,Firms with no employees,Asian,0,49
state,New Mexico,Firm Size,Firms with no employees,Asian,0,0
state,North Dakota,Firm Size,Firms with no employees,Asian,0,0
state,District of Columbia,Firm Size,Firms with no employees,Asian,0,330
state,California,Firm Size,Firms with no employees,Asian,0,24427
state,Michigan,Firm Size,Firms with no employees,Asian,0,817
state,Kentucky,Firm Size,Firms with no employees,Asian,0,331
state,South Dakota,Firm Size,Firms with no employees,Asian,0,23
state,Nevada,Firm Size,Firms with no employees,Asian,0,891
state,Delaware,Firm Size,Firms with no employees,Asian,0,241
state,Kansas,Firm Size,Firms with no employees,Asian,0,256
state,Vermont,Firm Size,Firms with no employees,Asian,0,27
state,Pennsylvania,Firm Size,Firms with no employees,Asian,0,1841
state,Idaho,Firm Size,Firms with no employees,Asian,0,69
state,Washington,Firm Size,Firms with no employees,Asian,0,1980
state,Rhode Island,Firm Size,Firms with no employees,Asian,0,79
state,Maryland,Firm Size,Firms with no employees,Asian,0,1456
state,New Jersey,Firm Size,Firms with no employees,Asian,0,3663
state,New Hampshire,Firm Size,Firms with no employees,Asian,0,0
state,Indiana,Firm Size,Firms with no employees,Asian,0,596
state,Florida,Firm Size,Firms with no employees,Asian,0,4121
state,Massachusetts,Firm Size,Firms with no employees,Asian,0,1320
state,Minnesota,Firm Size,Firms with no employees,Asian,0,667
state,Arkansas,Firm Size,Firms with no employees,Asian,0,228
state,Texas,Firm Size,Firms with no employees,Asian,0,7863
state,Oregon,Firm Size,Firms with no employees,Asian,0,857
state,Alabama,Firm Size,Firms with no employees,Asian,0,453
state,Wyoming,Firm Size,Firms with no employees,Asian,0,57
state,Louisiana,Firm Size,Firms with no employees,Asian,0,466
state,Ohio,Firm Size,Firms with no employees,Asian,0,1005
national,United States,Firm Size,Firms with no employees,Asian,0,81348
state,Montana,Firm Size,Firms with 1 to 4 employees,Asian,0,0
state,California,Firm Size,Firms with 1 to 4 employees,Asian,174791,84890
state,Georgia,Firm Size,Firms with 1 to 4 employees,Asian,28768,13412
state,Iowa,Firm Size,Firms with 1 to 4 employees,Asian,1858,809
state,West Virginia,Firm Size,Firms with 1 to 4 employees,Asian,614,243
state,Kansas,Firm Size,Firms with 1 to 4 employees,Asian,2690,1237
state,Florida,Firm Size,Firms with 1 to 4 employees,Asian,38618,18112
national,United States,Firm Size,Firms with 1 to 4 employees,Asian,690938,326437
state,Tennessee,Firm Size,Firms with 1 to 4 employees,Asian,7954,3195
state,Oregon,Firm Size,Firms with 1 to 4 employees,Asian,5687,2555
state,South Dakota,Firm Size,Firms with 1 to 4 employees,Asian,0,0
state,Washington,Firm Size,Firms with 1 to 4 employees,Asian,17601,8228
state,Indiana,Firm Size,Firms with 1 to 4 employees,Asian,5035,2152
state,Minnesota,Firm Size,Firms with 1 to 4 employees,Asian,4114,1794
state,Alaska,Firm Size,Firms with 1 to 4 employees,Asian,1073,446
state,North Dakota,Firm Size,Firms with 1 to 4 employees,Asian,449,207
state,Ohio,Firm Size,Firms with 1 to 4 employees,Asian,11002,4670
state,Wisconsin,Firm Size,Firms with 1 to 4 employees,Asian,3736,1844
state,Massachusetts,Firm Size,Firms with 1 to 4 employees,Asian,14511,6698
state,New Jersey,Firm Size,Firms with 1 to 4 employees,Asian,33527,16294
state,Nebraska,Firm Size,Firms with 1 to 4 employees,Asian,1262,521
state,Oklahoma,Firm Size,Firms with 1 to 4 employees,Asian,3096,1390
state,Virginia,Firm Size,Firms with 1 to 4 employees,Asian,20904,10228
state,Rhode Island,Firm Size,Firms with 1 to 4 employees,Asian,614,315
state,Illinois,Firm Size,Firms with 1 to 4 employees,Asian,25677,12293
state,New Mexico,Firm Size,Firms with 1 to 4 employees,Asian,1561,664
state,Connecticut,Firm Size,Firms with 1 to 4 employees,Asian,7136,3150
state,Kentucky,Firm Size,Firms with 1 to 4 employees,Asian,3179,1385
state,New York,Firm Size,Firms with 1 to 4 employees,Asian,88888,42707
state,South Carolina,Firm Size,Firms with 1 to 4 employees,Asian,5467,2485
state,Delaware,Firm Size,Firms with 1 to 4 employees,Asian,2656,1252
state,Arkansas,Firm Size,Firms with 1 to 4 employees,Asian,2445,1114
state,Hawaii,Firm Size,Firms with 1 to 4 employees,Asian,10047,5185
state,Colorado,Firm Size,Firms with 1 to 4 employees,Asian,6738,3112
state,Idaho,Firm Size,Firms with 1 to 4 employees,Asian,463,222
state,Missouri,Firm Size,Firms with 1 to 4 employees,Asian,4740,2271
state,New Hampshire,Firm Size,Firms with 1 to 4 employees,Asian,1193,529
state,Alabama,Firm Size,Firms with 1 to 4 employees,Asian,6177,2627
state,Pennsylvania,Firm Size,Firms with 1 to 4 employees,Asian,18660,8707
state,North Carolina,Firm Size,Firms with 1 to 4 employees,Asian,11837,5383
state,Wyoming,Firm Size,Firms with 1 to 4 employees,Asian,533,311
state,Texas,Firm Size,Firms with 1 to 4 employees,Asian,63845,29862
state,Vermont,Firm Size,Firms with 1 to 4 employees,Asian,203,80
state,Arizona,Firm Size,Firms with 1 to 4 employees,Asian,6940,3433
state,Maine,Firm Size,Firms with 1 to 4 employees,Asian,932,357
state,District of Columbia,Firm Size,Firms with 1 to 4 employees,Asian,1990,865
state,Nevada,Firm Size,Firms with 1 to 4 employees,Asian,6126,3011
state,Louisiana,Firm Size,Firms with 1 to 4 employees,Asian,6209,2641
state,Mississippi,Firm Size,Firms with 1 to 4 employees,Asian,2668,1246
state,Michigan,Firm Size,Firms with 1 to 4 employees,Asian,8939,4133
state,Utah,Firm Size,Firms with 1 to 4 employees,Asian,1930,823
state,Maryland,Firm Size,Firms with 1 to 4 employees,Asian,15165,7054
national,United States,Firm Size,Firms with 5 to 9 employees,Asian,779054,118331
state,Arizona,Firm Size,Firms with 5 to 9 employees,Asian,10417,1538
state,New Jersey,Firm Size,Firms with 5 to 9 employees,Asian,36481,5639
state,Illinois,Firm Size,Firms with 5 to 9 employees,Asian,25113,3724
state,Alaska,Firm Size,Firms with 5 to 9 employees,Asian,1618,256
state,Kansas,Firm Size,Firms with 5 to 9 employees,Asian,3172,468
state,North Dakota,Firm Size,Firms with 5 to 9 employees,Asian,0,0
state,Hawaii,Firm Size,Firms with 5 to 9 employees,Asian,12496,1916
state,Connecticut,Firm Size,Firms with 5 to 9 employees,Asian,8639,1315
state,Wisconsin,Firm Size,Firms with 5 to 9 employees,Asian,5290,800
state,New York,Firm Size,Firms with 5 to 9 employees,Asian,69074,10457
state,Mississippi,Firm Size,Firms with 5 to 9 employees,Asian,3119,495
state,Minnesota,Firm Size,Firms with 5 to 9 employees,Asian,6541,1011
state,Tennessee,Firm Size,Firms with 5 to 9 employees,Asian,10815,1673
state,Delaware,Firm Size,Firms with 5 to 9 employees,Asian,2366,365
state,South Dakota,Firm Size,Firms with 5 to 9 employees,Asian,0,0
state,Rhode Island,Firm Size,Firms with 5 to 9 employees,Asian,2073,295
state,Massachusetts,Firm Size,Firms with 5 to 9 employees,Asian,17179,2563
state,New Hampshire,Firm Size,Firms with 5 to 9 employees,Asian,0,0
state,Ohio,Firm Size,Firms with 5 to 9 employees,Asian,10356,1628
state,Maryland,Firm Size,Firms with 5 to 9 employees,Asian,16799,2635
state,District of Columbia,Firm Size,Firms with 5 to 9 employees,Asian,1885,295
state,Indiana,Firm Size,Firms with 5 to 9 employees,Asian,6828,1077
state,Arkansas,Firm Size,Firms with 5 to 9 employees,Asian,2800,412
state,Wyoming,Firm Size,Firms with 5 to 9 employees,Asian,0,0
state,Oklahoma,Firm Size,Firms with 5 to 9 employees,Asian,3380,512
state,New Mexico,Firm Size,Firms with 5 to 9 employees,Asian,2906,420
state,Washington,Firm Size,Firms with 5 to 9 employees,Asian,25646,3951
state,Missouri,Firm Size,Firms with 5 to 9 employees,Asian,7186,1063
state,Virginia,Firm Size,Firms with 5 to 9 employees,Asian,24740,3862
state,Alabama,Firm Size,Firms with 5 to 9 employees,Asian,8438,1308
state,Kentucky,Firm Size,Firms with 5 to 9 employees,Asian,4099,620
state,Nebraska,Firm Size,Firms with 5 to 9 employees,Asian,0,0
state,Maine,Firm Size,Firms with 5 to 9 employees,Asian,1013,145
state,Iowa,Firm Size,Firms with 5 to 9 employees,Asian,0,0
state,Texas,Firm Size,Firms with 5 to 9 employees,Asian,80675,11973
state,Florida,Firm Size,Firms with 5 to 9 employees,Asian,38039,5870
state,Vermont,Firm Size,Firms with 5 to 9 employees,Asian,524,89
state,Louisiana,Firm Size,Firms with 5 to 9 employees,Asian,4601,775
state,Utah,Firm Size,Firms with 5 to 9 employees,Asian,3604,566
state,Georgia,Firm Size,Firms with 5 to 9 employees,Asian,27639,4276
state,Pennsylvania,Firm Size,Firms with 5 to 9 employees,Asian,20363,3223
state,Colorado,Firm Size,Firms with 5 to 9 employees,Asian,8387,1310
state,South Carolina,Firm Size,Firms with 5 to 9 employees,Asian,8778,1328
state,Michigan,Firm Size,Firms with 5 to 9 employees,Asian,11863,1805
state,Nevada,Firm Size,Firms with 5 to 9 employees,Asian,6216,941
state,North Carolina,Firm Size,Firms with 5 to 9 employees,Asian,15164,2265
state,Oregon,Firm Size,Firms with 5 to 9 employees,Asian,10033,1551
state,Montana,Firm Size,Firms with 5 to 9 employees,Asian,0,0
state,Idaho,Firm Size,Firms with 5 to 9 employees,Asian,0,0
state,West Virginia,Firm Size,Firms with 5 to 9 employees,Asian,0,0
state,California,Firm Size,Firms with 5 to 9 employees,Asian,202725,30546
state,Pennsylvania,Firm Size,Firms with 10 to 19 employees,Asian,28044,2003
state,Virginia,Firm Size,Firms with 10 to 19 employees,Asian,36195,2687
state,Georgia,Firm Size,Firms with 10 to 19 employees,Asian,33134,2565
state,Rhode Island,Firm Size,Firms with 10 to 19 employees,Asian,0,0
state,Connecticut,Firm Size,Firms with 10 to 19 employees,Asian,9619,744
state,North Carolina,Firm Size,Firms with 10 to 19 employees,Asian,19646,1462
state,Michigan,Firm Size,Firms with 10 to 19 employees,Asian,9180,710
state,Arizona,Firm Size,Firms with 10 to 19 employees,Asian,14454,1065
state,Indiana,Firm Size,Firms with 10 to 19 employees,Asian,7710,589
state,New York,Firm Size,Firms with 10 to 19 employees,Asian,82554,6258
state,Colorado,Firm Size,Firms with 10 to 19 employees,Asian,12429,936
state,Missouri,Firm Size,Firms with 10 to 19 employees,Asian,8651,614
state,Illinois,Firm Size,Firms with 10 to 19 employees,Asian,32552,2508
state,California,Firm Size,Firms with 10 to 19 employees,Asian,234614,17756
state,Alabama,Firm Size,Firms with 10 to 19 employees,Asian,9662,699
state,Tennessee,Firm Size,Firms with 10 to 19 employees,Asian,14531,1118
state,Utah,Firm Size,Firms with 10 to 19 employees,Asian,3681,264
state,Oregon,Firm Size,Firms with 10 to 19 employees,Asian,10724,820
state,Vermont,Firm Size,Firms with 10 to 19 employees,Asian,0,0
state,Washington,Firm Size,Firms with 10 to 19 employees,Asian,26965,2015
state,South Carolina,Firm Size,Firms with 10 to 19 employees,Asian,10665,813
state,New Hampshire,Firm Size,Firms with 10 to 19 employees,Asian,0,0
state,Nevada,Firm Size,Firms with 10 to 19 employees,Asian,10989,820
state,New Jersey,Firm Size,Firms with 10 to 19 employees,Asian,33403,2558
state,Kansas,Firm Size,Firms with 10 to 19 employees,Asian,5085,349
state,Arkansas,Firm Size,Firms with 10 to 19 employees,Asian,0,0
state,District of Columbia,Firm Size,Firms with 10 to 19 employees,Asian,0,0
